name,distance,moving_time,elapsed_time,total_elevation_gain,sport_type,id,start_date_local,achievement_count,kudos_count,comment_count,photo_count,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,pr_count
Corrida ao entardecer,2294.5,959,964,25.5,Run,9043522866,2023-05-08T18:36:34Z,0,1,0,0,2.393,3.598,169.8,178.0,813.1,787.6,0
Corrida ao entardecer,2473.6,872,1257,2.1,Run,9043522868,2023-05-08T18:14:43Z,2,1,0,0,2.837,3.323,171.5,177.0,814.1,787.6,1
Treinamento com peso matinal,0.0,5704,5704,0.0,WeightTraining,9034871202,2023-05-08T09:27:41Z,0,1,0,0,0.0,0.0,118.0,173.0,,,0
Corrida ao entardecer,7195.0,2927,2970,75.3,Run,9017559154,2023-05-05T18:19:32Z,0,1,0,0,2.458,4.116,160.7,176.0,844.4,801.9,0
Corrida ao entardecer,7022.1,2722,3144,40.5,Run,9006033826,2023-05-03T19:18:09Z,3,1,0,0,2.58,5.062,167.5,182.0,813.1,787.4,1
Corrida vespertina,2500.1,1041,1170,9.3,Run,8993107114,2023-05-01T17:50:32Z,0,1,0,0,2.402,10.164,148.1,161.0,814.1,804.4,0
Corrida ao entardecer,5249.3,2239,2293,103.8,Run,8974350074,2023-04-28T18:40:29Z,2,0,0,0,2.344,6.289,163.6,177.0,838.8,812.9,0
Corrida ao entardecer,3130.1,1264,1284,12.9,Run,8974350056,2023-04-28T18:17:59Z,0,0,0,0,2.476,5.772,138.7,171.0,814.1,802.1,0
Corrida ao entardecer,5060.6,2042,2327,63.8,Run,8969290475,2023-04-27T19:42:36Z,0,2,0,0,2.478,3.653,167.5,181.0,808.2,776.1,0
Treinamento com peso vespertino,0.0,4035,4035,0.0,WeightTraining,8969139073,2023-04-27T17:48:10Z,0,0,0,0,0.0,0.0,105.2,161.0,,,0
Treinamento com peso ao entardecer,0.0,4913,4913,0.0,WeightTraining,8967555189,2023-04-25T18:02:08Z,0,0,0,0,0.0,0.0,104.3,142.0,,,0
Corrida ao entardecer,5347.9,2063,2091,25.5,Run,8967555382,2023-04-24T18:16:14Z,4,0,0,0,2.592,4.558,168.3,179.0,814.2,787.6,1
Corrida matinal,3719.3,1471,2597,27.1,Run,8929967294,2023-04-21T08:18:45Z,0,1,0,0,2.528,8.273,172.0,178.0,811.6,787.5,0
Treinamento com peso vespertino,0.0,3654,3654,0.0,WeightTraining,8929724291,2023-04-20T17:56:25Z,0,0,0,0,0.0,0.0,110.4,160.0,,,0
Corrida vespertina,5350.0,2613,2613,0.0,Run,8929724297,2023-04-19T17:43:40Z,0,0,0,0,2.047,0.0,157.1,176.0,,,0
Treinamento com peso vespertino,0.0,5400,5400,0.0,WeightTraining,8929724317,2023-04-18T17:42:02Z,0,0,0,0,0.0,0.0,105.1,162.0,,,0
Corrida ao entardecer,503.8,206,222,13.3,Run,8929724260,2023-04-17T18:35:25Z,0,0,0,0,2.446,3.065,143.6,179.0,801.7,787.7,0
Corrida ao entardecer,2658.6,964,990,2.1,Run,8909310351,2023-04-17T18:18:38Z,0,0,0,0,2.758,4.224,99.5,109.0,814.1,787.4,0
Corrida ao entardecer,1585.7,705,712,19.1,Run,8909310364,2023-04-14T19:11:28Z,0,0,0,0,2.249,3.01,99.7,116.0,808.3,791.9,0
Corrida ao entardecer,5665.8,2411,2817,26.9,Run,8909310417,2023-04-14T18:16:05Z,0,0,0,0,2.35,4.47,131.1,180.0,814.1,783.4,0
Treinamento com peso vespertino,0.0,6235,6235,0.0,WeightTraining,8887007304,2023-04-13T17:41:17Z,0,0,0,0,0.0,0.0,106.0,150.0,,,0
Corrida vespertina,5550.0,2489,2489,0.0,Run,8882833469,2023-04-12T17:46:24Z,0,0,0,0,2.23,0.0,155.0,178.0,,,0
Treinamento com peso vespertino,0.0,5019,5019,0.0,WeightTraining,8882833507,2023-04-11T17:44:24Z,0,0,0,0,0.0,0.0,108.6,179.0,,,0
Corrida ao entardecer,5231.1,2113,2141,65.3,Run,8882833532,2023-04-10T18:12:39Z,3,0,0,0,2.476,6.31,147.3,178.0,844.4,811.7,1
Corrida matinal,5788.1,2574,2970,129.5,Run,8847021268,2023-04-07T07:08:04Z,5,1,0,0,2.249,7.593,153.5,177.0,894.4,812.6,3
Caminhada matinal,1403.4,983,983,9.1,Walk,8846674112,2023-04-07T06:43:46Z,0,0,0,0,1.428,2.1,118.4,133.0,813.1,803.8,0
Corrida ao entardecer,8751.1,3595,3708,70.1,Run,8839441461,2023-04-05T18:07:13Z,1,0,0,0,2.434,4.281,162.9,177.0,814.1,783.4,0
Treinamento com peso vespertino,0.0,5546,5546,0.0,WeightTraining,8837389171,2023-04-04T17:53:36Z,0,0,0,0,0.0,0.0,109.7,167.0,,,0
Corrida ao entardecer,4737.2,1805,1872,27.8,Run,8837389273,2023-04-03T18:21:16Z,1,0,0,0,2.624,10.229,124.9,172.0,814.1,787.4,0
Corrida matinal,9746.4,3904,4010,88.5,Run,8818828207,2023-04-02T08:00:32Z,3,1,0,0,2.497,4.544,172.8,181.0,813.1,781.3,1
Corrida ao entardecer,4770.1,1970,2025,27.6,Run,8810014428,2023-03-31T18:17:35Z,1,0,0,0,2.421,3.78,157.4,170.0,814.1,787.6,0
Corrida ao entardecer,7118.8,2942,3115,38.1,Run,8810014467,2023-03-29T18:05:46Z,0,0,0,0,2.42,8.061,155.4,178.0,814.1,780.9,0
Treinamento com peso vespertino,0.0,5768,5768,0.0,WeightTraining,8810014402,2023-03-28T17:54:02Z,0,0,0,0,0.0,0.0,102.2,141.0,,,0
Corrida ao entardecer,9738.2,3975,4000,89.1,Run,8788663322,2023-03-27T18:44:41Z,4,1,0,0,2.45,4.149,167.8,178.0,813.8,781.9,3
Treinamento com peso matinal,0.0,6422,6422,0.0,WeightTraining,8783625738,2023-03-25T08:37:27Z,0,0,0,0,0.0,0.0,117.2,166.0,,,0
Corrida ao entardecer,8942.8,3734,3869,71.2,Run,8783625788,2023-03-24T18:16:18Z,1,0,0,0,2.395,4.003,166.7,176.0,814.1,781.9,0
Corrida ao entardecer,10077.1,4588,4679,90.2,Run,8783625797,2023-03-22T18:04:19Z,4,0,0,0,2.196,3.844,155.2,179.0,814.1,781.9,0
Treinamento com peso ao entardecer,0.0,5581,5581,0.0,WeightTraining,8760558150,2023-03-21T18:01:54Z,0,0,0,0,0.0,0.0,97.6,141.0,,,0
Corrida ao entardecer,4603.7,1768,1774,27.6,Run,8760558140,2023-03-20T18:12:09Z,2,0,0,0,2.604,3.977,120.0,182.0,814.1,787.6,1
Corrida ao entardecer,8951.7,3762,3875,73.1,Run,8731686598,2023-03-17T18:17:19Z,2,1,0,0,2.379,4.422,165.5,180.0,814.1,781.9,1
Corrida ao entardecer,3754.5,830,2360,17.1,Run,8720999426,2023-03-15T18:20:27Z,1,1,0,0,4.524,4.017,159.6,177.0,814.3,797.6,1
Corrida ao entardecer,7036.4,2965,3020,39.1,Run,8689012632,2023-03-09T18:06:08Z,3,0,0,0,2.373,3.509,159.4,180.0,814.1,781.1,0
Corrida ao entardecer,7019.7,3109,3154,54.1,Run,8689012591,2023-03-08T18:07:32Z,0,0,0,0,2.258,3.787,152.8,168.0,838.9,787.6,0
Treinamento com peso vespertino,0.0,4639,4639,0.0,WeightTraining,8689012566,2023-03-07T17:45:17Z,0,0,0,0,0.0,0.0,111.0,184.0,,,0
Corrida ao entardecer,4896.1,1838,1897,28.7,Run,8689012584,2023-03-06T18:22:18Z,3,0,0,0,2.664,3.622,169.4,181.0,814.1,787.4,2
Corrida ao entardecer,8194.3,3398,3496,82.1,Run,8655022476,2023-03-03T18:26:59Z,2,1,0,0,2.412,3.894,165.0,176.0,865.5,787.4,0
Corrida vespertina,5927.0,2577,2678,67.3,Run,8644261312,2023-03-01T17:42:42Z,0,1,0,0,2.3,5.568,158.6,171.0,865.5,787.6,0
Corrida ao entardecer,5259.2,1796,2053,29.3,Run,8633077372,2023-02-27T18:13:42Z,6,0,0,0,2.928,11.241,169.7,180.0,814.9,787.4,3
Corrida ao entardecer,10029.1,4418,4532,91.2,Run,8616579299,2023-02-24T18:17:30Z,2,1,0,0,2.27,3.553,169.6,180.0,865.5,780.9,0
Treinamento com peso vespertino,0.0,4490,4490,0.0,WeightTraining,8616271499,2023-02-23T17:41:15Z,0,0,0,0,0.0,0.0,112.4,178.0,,,0
Corrida vespertina,5371.0,2891,2891,0.0,Run,8616271491,2023-02-22T17:43:21Z,0,0,0,0,1.858,0.0,168.8,183.0,,,0
Corrida ao entardecer,5504.0,2861,2861,0.0,Run,8616271544,2023-02-17T18:17:51Z,0,0,0,0,1.924,0.0,168.5,185.0,,,0
Treinamento com peso matinal,0.0,2312,2312,0.0,WeightTraining,8616271488,2023-02-16T06:07:07Z,0,0,0,0,0.0,0.0,107.6,140.0,,,0
Corrida ao entardecer,6733.8,2813,2924,59.1,Run,8616271524,2023-02-13T18:14:27Z,4,0,0,0,2.394,3.356,154.2,179.0,845.3,787.4,0
Corrida ao entardecer,7634.9,3363,3501,129.8,Run,8616271611,2023-02-10T18:12:53Z,3,0,0,0,2.27,3.442,159.2,182.0,840.9,811.7,1
Treinamento com peso matinal,0.0,2304,2304,0.0,WeightTraining,8616271547,2023-02-09T06:09:51Z,0,0,0,0,0.0,0.0,103.6,138.0,,,0
Treinamento com peso matinal,0.0,2286,2286,0.0,WeightTraining,8616271478,2023-02-08T06:08:53Z,0,0,0,0,0.0,0.0,110.0,140.0,,,0
Treinamento com peso vespertino,0.0,4744,4744,0.0,WeightTraining,8616271556,2023-02-07T17:46:02Z,0,0,0,0,0.0,0.0,105.1,139.0,,,0
Corrida ao entardecer,4836.1,1863,2040,27.6,Run,8517987259,2023-02-06T18:16:35Z,2,1,0,0,2.596,3.749,152.2,184.0,814.1,787.6,1
Corrida ao entardecer,3004.2,1385,1408,28.5,Run,8517987179,2023-02-03T18:14:29Z,0,0,0,0,2.169,3.097,152.8,173.0,839.1,811.7,0
Corrida ao entardecer,10034.8,4952,5080,156.4,Run,8495531331,2023-02-02T18:01:46Z,3,0,0,0,2.026,3.058,156.0,179.0,901.2,801.8,0
Corrida ao entardecer,6679.1,3109,3182,127.4,Run,8490138151,2023-02-01T18:15:57Z,0,0,0,0,2.148,3.853,149.4,175.0,900.2,811.9,0
Treinamento com peso matinal,0.0,2825,2825,0.0,WeightTraining,8490138015,2023-01-31T06:02:57Z,0,0,0,0,0.0,0.0,108.5,140.0,,,0
Corrida ao entardecer,6190.6,2940,2999,47.1,Run,8457448701,2023-01-26T18:16:23Z,0,2,0,0,2.106,4.365,153.6,175.0,814.1,787.4,0
Treinamento com peso matinal,0.0,1983,1983,0.0,WeightTraining,8456180765,2023-01-26T06:13:05Z,0,0,0,0,0.0,0.0,117.2,154.0,,,0
Treinamento com peso matinal,0.0,2280,2280,0.0,WeightTraining,8456180654,2023-01-25T06:09:30Z,0,0,0,0,0.0,0.0,97.6,124.0,,,0
Treinamento com peso matinal,0.0,2393,2393,0.0,WeightTraining,8443011513,2023-01-24T06:10:55Z,0,0,0,0,0.0,0.0,116.8,160.0,,,0
Corrida ao entardecer,1139.8,513,585,27.0,Run,8443011517,2023-01-23T19:03:07Z,0,0,0,0,2.222,4.066,158.4,174.0,840.0,812.3,0
Corrida ao entardecer,5258.0,2118,2146,57.8,Run,8443011541,2023-01-23T18:20:26Z,0,1,0,0,2.483,4.116,165.9,179.0,865.4,811.7,0
Corrida ao entardecer,7448.3,3149,3181,79.8,Run,8424757246,2023-01-20T18:18:46Z,1,1,0,0,2.365,3.424,165.6,177.0,865.5,787.6,0
Treinamento com peso matinal,0.0,2446,2446,0.0,WeightTraining,8422706461,2023-01-20T06:09:37Z,0,0,0,0,0.0,0.0,106.5,139.0,,,0
Corrida ao entardecer,4246.6,1772,1808,26.1,Run,8420068884,2023-01-19T18:01:03Z,1,0,0,0,2.397,3.551,161.9,176.0,814.1,787.6,0
Corrida ao entardecer,2884.1,1696,3454,91.7,Run,8415048772,2023-01-18T18:07:32Z,1,0,0,0,1.701,3.186,158.8,178.0,915.1,801.6,0
Treinamento com peso matinal,0.0,2677,2677,0.0,WeightTraining,8415048743,2023-01-18T06:08:36Z,0,0,0,0,0.0,0.0,103.6,134.0,,,0
Treinamento com peso matinal,0.0,2480,2480,0.0,WeightTraining,8415048741,2023-01-17T06:06:35Z,0,0,0,0,0.0,0.0,116.6,159.0,,,0
Corrida ao entardecer,4528.4,1793,1866,27.8,Run,8403918365,2023-01-16T18:20:40Z,1,2,0,0,2.526,3.502,151.8,182.0,814.1,787.4,1
Treino matinal,0.0,2485,2485,0.0,Workout,8403918347,2023-01-16T06:08:29Z,0,1,0,0,0.0,0.0,106.0,142.0,,,0
Treinamento com peso matinal,0.0,2826,2826,0.0,WeightTraining,8403918339,2023-01-13T06:06:13Z,0,0,0,0,0.0,0.0,105.3,146.0,,,0
Treinamento com peso matinal,0.0,2413,2413,0.0,WeightTraining,8379617044,2023-01-12T06:05:00Z,0,0,0,0,0.0,0.0,111.0,162.0,,,0
Corrida ao entardecer,333.5,123,131,12.4,Run,8377330576,2023-01-11T18:54:34Z,0,0,0,0,2.711,3.911,116.8,143.0,839.2,824.8,0
Corrida ao entardecer,471.7,179,184,18.9,Run,8377330566,2023-01-11T18:45:45Z,0,0,0,0,2.635,3.363,139.8,148.0,839.8,818.7,0
Corrida ao entardecer,3003.4,1289,1344,13.0,Run,8377330603,2023-01-11T18:17:23Z,0,1,0,0,2.33,3.13,156.1,177.0,814.1,801.8,0
Treino matinal,0.0,2823,2823,0.0,Workout,8373859502,2023-01-11T06:06:16Z,0,0,0,0,0.0,0.0,114.3,146.0,,,0
Treinamento com peso ao entardecer,0.0,3945,3945,0.0,WeightTraining,8373859490,2023-01-10T18:01:50Z,0,0,0,0,0.0,0.0,114.2,162.0,,,0
Corrida vespertina,3530.0,1806,1806,0.0,Run,8373859466,2023-01-09T17:56:08Z,0,0,0,0,1.955,0.0,144.6,172.0,,,0
Treinamento com peso na hora do almoço,0.0,2812,2812,0.0,WeightTraining,8373859479,2023-01-09T11:08:44Z,0,0,0,0,0.0,0.0,106.4,145.0,,,0
Treinamento com peso vespertino,0.0,3991,3991,0.0,WeightTraining,8363387640,2023-01-04T17:49:53Z,0,0,0,0,0.0,0.0,112.0,160.0,,,0
Corrida ao entardecer,5857.7,3330,3402,142.3,Run,8333869554,2023-01-03T18:00:29Z,2,2,0,0,1.759,3.355,148.8,171.0,915.1,785.4,1
Corrida ao entardecer,8776.0,2195,2195,0.0,Run,8328558254,2023-01-02T18:08:46Z,0,2,0,0,3.998,0.0,158.9,178.0,,,0
Treino vespertino,0.0,4120,4120,0.0,Workout,8328558257,2022-12-28T17:50:37Z,0,0,0,0,0.0,0.0,104.5,150.0,,,0
Corrida ao entardecer,5746.8,2723,2737,65.3,Run,8328558295,2022-12-27T18:03:43Z,0,0,0,0,2.11,6.036,153.4,165.0,865.5,802.7,0
Corrida matinal,7102.9,3755,6048,224.7,Run,8328558399,2022-12-24T06:22:31Z,1,1,0,0,1.892,4.01,151.4,181.0,910.1,785.3,0
Corrida ao entardecer,10052.0,4441,4539,85.4,Run,8280261280,2022-12-22T18:02:34Z,0,1,0,0,2.263,3.326,163.1,184.0,824.0,781.3,0
Treino ao entardecer,0.0,3687,3687,0.0,Workout,8276850006,2022-12-21T18:02:04Z,0,0,0,0,0.0,0.0,109.8,149.0,,,0
Corrida ao entardecer,6634.0,2932,2961,54.6,Run,8276850043,2022-12-20T18:06:50Z,1,0,0,0,2.263,3.549,153.0,172.0,840.6,787.9,0
Corrida vespertina,7800.0,3717,3717,0.0,Run,8270547168,2022-12-19T17:44:34Z,0,0,0,0,2.098,0.0,156.1,172.0,,,0
Corrida matinal,4833.5,2502,4092,128.7,Run,8258047869,2022-12-17T05:53:36Z,0,0,0,0,1.932,2.898,142.6,170.0,910.5,785.4,0
Corrida ao entardecer,6648.4,2715,2738,55.4,Run,8256562177,2022-12-16T18:20:58Z,5,1,0,0,2.449,3.603,165.5,178.0,842.0,787.9,3
Treino vespertino,0.0,4399,4399,0.0,Workout,8256562151,2022-12-15T17:50:38Z,0,0,0,0,0.0,0.0,98.9,152.0,,,0
Treino vespertino,0.0,4492,4492,0.0,Workout,8256562249,2022-12-14T17:46:33Z,0,0,0,0,0.0,0.0,115.0,172.0,,,0
23 volta internacional da Pampulha ,18708.0,8555,8724,33.1,Run,8237952380,2022-12-11T07:17:03Z,1,2,0,0,2.187,3.689,162.0,175.0,831.4,804.4,0
Corrida ao entardecer,8120.9,3473,3477,80.9,Run,8229085453,2022-12-09T18:25:57Z,5,2,0,0,2.338,3.976,169.4,180.0,865.5,787.9,3
Corrida ao entardecer,7125.3,3266,3299,75.0,Run,8225352600,2022-12-08T18:43:48Z,2,1,0,0,2.182,3.727,159.9,173.0,842.0,787.9,0
Corrida vespertina,5010.0,2853,2853,0.0,Run,8221090926,2022-12-07T17:44:04Z,0,1,0,0,1.756,0.0,160.4,175.0,,,0
Evening Run,5028.1,2009,2025,38.9,Run,8181933451,2022-11-28T18:18:15Z,1,0,0,0,2.503,3.85,,,841.1,802.5,1
Evening Run,10195.8,4319,4368,92.1,Run,8168208674,2022-11-25T18:18:47Z,8,2,0,0,2.361,4.359,,,865.5,781.2,1
Morning Run,7790.0,3761,3802,80.4,Run,8167986784,2022-11-23T08:25:06Z,5,0,0,0,2.071,3.395,,,865.5,787.9,0
Evening Run,6848.4,2880,2896,55.5,Run,8136695872,2022-11-18T18:20:37Z,5,1,0,0,2.378,3.622,,,842.0,787.9,1
Morning Run,6081.6,2376,2407,45.9,Run,8076679801,2022-11-06T08:05:40Z,1,1,0,0,2.56,4.376,,,796.8,778.7,1
Evening Run,10181.4,4253,4280,91.0,Run,8069022072,2022-11-04T18:17:23Z,0,1,0,0,2.394,4.524,,,865.5,781.4,0
Trilha dos escravos ,317.4,563,786,65.1,Run,1426469890,2018-02-25T09:38:16Z,0,0,1,0,0.564,1.3,,,916.9,847.0,0
Morning Run,5175.4,1929,1965,45.7,Run,1413713330,2018-02-18T08:20:33Z,2,2,0,0,2.683,5.1,,,822.0,784.2,1
Evening Run,4730.9,1818,1856,48.9,Run,1409251189,2018-02-15T18:21:19Z,0,5,0,0,2.602,3.8,,,837.2,806.0,0
Morning Run,4650.2,1828,1847,49.9,Run,1405330756,2018-02-13T08:27:58Z,0,4,0,0,2.544,3.6,,,837.3,806.0,0
Evening Run,4752.0,1815,1886,57.1,Run,1398207347,2018-02-08T18:11:20Z,0,3,0,0,2.618,3.9,,,837.5,806.0,0
Afternoon Run,4432.8,1734,1918,49.3,Run,1395028908,2018-02-06T17:56:45Z,2,3,0,0,2.556,4.0,,,837.3,806.0,0
Corrida/escadas ao entardecer,2959.1,1204,1409,32.6,Run,1381923631,2018-01-29T18:05:41Z,0,1,2,0,2.458,3.8,,,818.2,782.2,0
Corrida ao entardecer,3124.5,1234,1550,33.5,Run,1365142821,2018-01-19T18:31:43Z,1,4,0,0,2.532,4.0,,,823.8,782.2,0
Corrida ao entardecer,4704.4,1751,1786,59.0,Run,1362212654,2018-01-17T18:47:09Z,5,4,0,0,2.687,4.0,,,837.4,806.0,5
Corrida/escadaria matinal,3486.5,1514,4063,107.9,StairStepper,1356519827,2018-01-14T08:40:18Z,0,3,0,0,2.303,3.7,,,881.4,754.8,0
Corrida vespertina,3284.5,1292,1621,55.9,Run,1350712279,2018-01-10T17:55:21Z,3,2,0,0,2.542,4.0,,,819.4,780.8,0
Corrida ao entardecer,4701.3,1797,1823,49.3,Run,1347448114,2018-01-08T18:05:07Z,0,2,0,0,2.616,3.9,,,837.3,806.0,0
Corrida ao entardecer,4817.7,1831,1887,49.5,Run,1337918211,2018-01-02T18:14:35Z,0,3,0,0,2.631,3.8,,,837.4,806.0,0
Corrida ao entardecer,4712.9,1913,1953,58.9,Run,1330921272,2017-12-28T18:16:41Z,1,3,0,0,2.464,3.7,,,837.2,806.0,0
Corrida ao entardecer,4720.9,1791,1813,59.1,Run,1328303470,2017-12-26T18:12:39Z,0,4,0,0,2.636,4.0,,,837.3,806.0,0
Corrida ao entardecer,4710.3,1800,1841,58.9,Run,1323373569,2017-12-22T18:10:49Z,0,2,0,0,2.617,3.6,,,837.4,806.0,0
Corrida ao entardecer,6561.0,2553,2583,80.9,Run,1322343507,2017-12-21T18:15:44Z,1,4,0,0,2.57,3.6,,,837.2,784.2,0
Corrida ao entardecer,5636.2,2178,2546,67.3,Run,1318870080,2017-12-18T18:47:01Z,2,5,0,0,2.588,3.5,,,837.3,796.8,1
Corrida ao entardecer,7150.3,2806,3107,78.2,Run,1315161511,2017-12-15T18:47:17Z,1,3,0,0,2.548,4.1,,,826.8,806.0,1
Corrida ao entardecer,4533.9,1804,1856,55.6,Run,1314162002,2017-12-14T18:52:00Z,0,5,0,0,2.513,4.5,,,826.8,806.0,0
Corrida ao entardecer,4359.0,1678,1695,49.0,Run,1313113266,2017-12-13T19:32:04Z,1,2,0,0,2.598,3.7,,,826.8,806.0,1
Corrida ao entardecer,5081.4,1973,2008,57.5,Run,1310778869,2017-12-11T18:51:13Z,2,1,0,0,2.575,3.7,,,826.8,797.4,0
Corrida ao entardecer,4605.5,1764,1842,48.7,Run,1304875524,2017-12-06T18:08:39Z,1,3,0,0,2.611,3.9,,,826.8,806.0,0
Corrida ao entardecer,4351.8,1739,1766,39.6,Run,1302215610,2017-12-04T18:04:04Z,1,2,0,0,2.502,3.9,,,826.8,806.0,0
Corrida ao entardecer,5196.6,2092,2131,58.7,Run,1297111182,2017-11-30T18:11:38Z,2,1,0,0,2.484,3.9,,,826.8,797.0,0
Corrida ao entardecer,5091.7,2136,2164,52.6,Run,1295860678,2017-11-29T18:09:29Z,1,0,0,0,2.384,3.9,,,826.8,797.0,0
Corrida ao entardecer,5137.7,2000,2034,48.8,Run,1287845620,2017-11-23T18:20:38Z,4,1,0,0,2.569,4.4,,,826.9,797.2,3
Corrida ao entardecer,4374.8,1644,1662,43.1,Run,1283727887,2017-11-20T18:17:45Z,6,0,0,0,2.661,4.5,,,826.8,806.0,5
Corrida ao entardecer,4400.8,1711,1753,57.7,Run,1278199910,2017-11-16T18:10:09Z,5,0,0,0,2.572,3.9,,,826.8,806.0,0
Corrida ao entardecer,4368.0,1631,1654,49.4,Run,1276910066,2017-11-15T18:15:17Z,4,0,0,0,2.678,3.9,,,826.8,806.0,1
Corrida ao entardecer,4426.8,1767,1793,30.0,Run,1274057975,2017-11-13T18:10:19Z,6,0,0,0,2.505,4.5,,,826.9,806.0,5
Corrida ao entardecer,4658.0,1908,1939,51.0,Run,1267094164,2017-11-08T18:01:10Z,0,0,0,0,2.441,4.2,,,826.8,806.0,0
Corrida ao entardecer,4429.1,1823,1829,53.7,Run,1256993909,2017-11-01T18:13:20Z,1,0,0,0,2.43,3.8,,,826.8,806.0,1
Corrida ao entardecer,4348.7,1779,1792,51.7,Run,1248238782,2017-10-26T18:05:39Z,3,0,0,0,2.444,4.0,,,826.9,806.0,0
Corrida ao entardecer,4370.7,1754,1770,51.2,Run,1246823253,2017-10-25T18:13:15Z,2,0,0,0,2.492,4.8,,,826.8,805.5,0
Corrida ao entardecer,4381.0,1762,1790,47.6,Run,1243892800,2017-10-23T18:11:54Z,3,0,0,0,2.486,4.2,,,826.9,806.0,1
Corrida ao entardecer,4310.1,1781,1828,49.1,Run,1238096035,2017-10-19T18:18:46Z,6,0,0,0,2.42,3.9,,,826.9,806.0,2
Caminhada ao entardecer.,4251.9,1787,1787,39.4,Run,1236649403,2017-10-18T18:18:54Z,6,0,0,0,2.379,4.0,,,826.9,806.0,4
Corrida ao entardecer,4290.9,1699,1746,49.2,Run,1233628495,2017-10-16T18:28:35Z,6,0,0,0,2.526,3.7,,,826.9,806.0,6
Corrida ao entardecer,4278.8,1911,1937,49.1,Run,1227482745,2017-10-12T18:20:44Z,6,0,0,0,2.239,3.9,,,826.9,806.0,1
Corrida ao entardecer,4374.0,1918,1939,54.0,Run,1225976159,2017-10-11T18:20:46Z,6,0,0,0,2.281,4.3,,,826.9,805.6,3
Corrida ao entardecer,4413.7,1987,2005,53.6,Run,1223039145,2017-10-09T18:27:50Z,1,0,0,0,2.221,4.9,,,826.9,806.0,1
